Comment_ID,Author_ID,Author,Text,Likes,Comment_Date,sentiment
7372813227485332229,7361380856152196102,krznwnxx.._,hiii Jogja tunggu saya ya... nanti saya bakalan kesana,0,2024-05-25 13:01:08,neutral
7372631112172520198,6960340396506137602,bagussurya_iteracare,Jogja istimewa 🔥,0,2024-05-25 01:14:20,neutral
7372611015119586054,6824079002661258242,zuperrboyssss227,"selain malang, Jogja juga adalah tempat impian ku. Karna malang sama Jogja itu vibes nya sama sama mirip.. tapi malang nya di batu",0,2024-05-24 23:56:25,negative
7372423508473643781,7081492962974958594,sikecilingindimanja,jogja istimewah🥰😊🤭😊😍😚😉😗🤗😁,0,2024-05-24 11:48:46,positive
7372363102766170886,7358801683125797889,aditya.ghani.arra,baru liburan kesana langsung ada vidio jogja,0,2024-05-24 07:54:26,neutral
7372340311396762374,7261049319641023493,itshaerin_01,mau ke Jogja 😭😭😭,0,2024-05-24 06:26:05,positive
7372303011752231685,6692035161221792769,misseomlcy_,otw Jogja,0,2024-05-24 04:01:12,neutral
7374381011546374918,6952043246784922625,4ndin_yl,mamaa mau pindah ke jogjaa,0,2024-05-29 18:24:53,positive
7372253468130362118,6701659760683336705,trimala_saja,Jogja Istimewa 👍👍👍 pingin kesana lg sama si kecil naik kereta 🤗,0,2024-05-24 00:48:53,negative
7372187813889737477,6801422442398090242,aiurrssyah,@𝙎𝙪𝙠𝙖𝙨𝙚𝙣𝙟𝙖🦋:tunggu aku jogja nanti aku kesana bersama orang yang gak kalah istimewa denganmuuu,0,2024-05-23 20:34:08,neutral
7372185862937543429,6793859895583245313,asaras08_,"jogja tunggu aku ya, suami aku lagi nabung wkwk",0,2024-05-23 20:26:32,negative
7372161910814622469,7113058052299080730,rickyzahra1,"jogja tunggu aku ya, sampe aku punya cowok orang jogja dan tinggal disana",0,2024-05-23 18:53:34,neutral
7372158466859385605,7288697444220224518,4dzra._,UDAH PERNAH KE JOGJA MAU LAGII SEMOGA BISA KE SANA LAGII:(,0,2024-05-23 18:40:13,neutral
7372157743698477829,6865539214114046977,_itssmlkx.drp,tunggu aku jogja nanti aku kesana bersama orang yang gak kalah istimewa denganmuuu,0,2024-05-23 18:37:28,neutral
7372046451788497670,7128631234050409473,jatimaulan,udah ke Jogja kemarin 😁😁,0,2024-05-23 11:25:33,neutral
7374258590925964038,6915361138268275713,firzaa421,@✮ otw mudik,0,2024-05-29 10:29:44,neutral
7371842409871049478,6857361287590003714,kkiyaa_u,pengen muter muter jogja 😔,0,2024-05-22 22:13:43,positive
7371836987810792198,6882206759872791554,calullyomn,sekali kalinya ke Jogja itupun study tour🥺,0,2024-05-22 21:52:42,neutral
7371836642918466310,7193719844746003482,litaaaaa_cnsssssss,Jogja sbr dlu iya gua lagi proses,0,2024-05-22 21:51:24,positive
7371769872025486085,6815112277534082049,iprtw,semoga bisa ke jogja lagi ya Allah🥺🥺,0,2024-05-22 17:48:15,neutral
7372862232901960453,6826947623388906497,mishajonathan20,"hati hati kalo ke Malioboro hp gw hilang di sana, Hp gw yang POCO X5 5G",0,2024-05-25 16:11:10,negative
7371515377191584518,7233040486742000641,user8750698786318,Thun 2017 lalu pernah ke Jogja sekarang dah sma semoga lulus nnti dpt kesempatan kuliah di Jogja,0,2024-05-22 01:04:47,positive
7371437743957902085,7340183407056274437,shojorental,kalo ke jogja pengen di temenin shojo bisaa kokk!! 🥰🥰🥰,0,2024-05-21 20:03:26,positive
7373933207690019589,7357672163850109969,maxicocccc,aku owes rene pas bien,0,2024-05-28 13:27:11,negative
7372581396576174854,7281531664030794758,penjahatmu45u,gw klo di Malioboro beli es krim doang🗿,0,2024-05-24 22:01:28,negative
7371132347397456646,7324859616918504453,pirmannmaulanaa.14,baru aja kmrn ke Jogja ga nyangka secepat itu,0,2024-05-21 00:18:18,negative
7371064286109156101,6850483255860691970,ev3rythngwasblue,gamon sm jogja pls😔,0,2024-05-20 19:54:11,negative
7370897328851600134,7355372988969501712,revalinaig,"jogja, tunggu aku ya, aku akan kesana walau gatau itu kapan🙂",0,2024-05-20 09:06:31,neutral
7370735264001884934,7225906563843343362,xzy_ajeng01,Jogja tunggu aku sm dia,0,2024-05-19 22:37:27,neutral
7370621365835498246,7093297452393399298,siapaaja744,tanggal 27 kedua kali ke jogja,0,2024-05-19 15:15:35,positive
7370608359110738693,7057456646758335515,ayennaajaaa,@hamihereee:jatuh cinta banget sama jogja,0,2024-05-19 14:25:07,positive
7370576791709188869,6971375087749432321,a.buitenzorg,miss u jogja,0,2024-05-19 12:22:35,neutral
7370567190808806150,7279085816604394501,cipacut26,"jogja tunggu Q ya, bulan depan ksna",0,2024-05-19 11:45:24,positive
7370505330206425862,7108209448355513371,raisashaa,jogja tunggu aku du saat aku sudah suksees😞,0,2024-05-19 07:45:24,neutral
7373342579132252934,7296015547430683654,indriyana_i.u,izin share. Gomawo,0,2024-05-26 23:15:13,neutral
7370223097888195334,6799051130595116033,almairaisha,"jatuh cinta sama jogja, selalu rindu sama Jogja 🥰",0,2024-05-18 13:29:59,positive
7373326583665476358,7003385171781829638,ezeylll_,ijin sv bg🙏🏻,0,2024-05-26 22:13:10,neutral
7373274994945999622,7066621270943630362,nihaaaa_11,plisss pngn ke sanaa😔,0,2024-05-26 18:52:52,neutral
7373155528996766470,6762508714668475393,viyyy26,izin save bng,0,2024-05-26 11:09:24,neutral
7369628222034084613,7343902921347007493,gekyu_zar,"pgn ke jogja plis , nyamperin abg yg ad di situ",0,2024-05-16 23:01:37,negative
7371739121579066118,6958788130267071493,lailasyafitri0597,"baru bulan 1 ke yogyakarta,pengen kesana lagi🥹",0,2024-05-22 15:33:03,positive
7373010296158110469,6958408437760115713,dekpiiee,tunggu aku 🥺🥺,0,2024-05-26 01:45:46,neutral
7369231491589997317,7239673840418374661,selviaaggr.__,"jogja agustus aku datang, kasih aku yang terbaik disana nanti yaa🥰",0,2024-05-15 21:22:08,positive
7372817704284078854,7283095888560735237,ryuu_jin4,enak bgt ya yang tinggal di Jogja🥹,0,2024-05-25 13:18:25,positive
7369188651975049989,6648472627528974338,xioyya_,jogja tunggu aku sebentar lagiii..aku bakal kuliah di sana😭🥰,0,2024-05-15 18:35:55,neutral
7368897058075460358,6783143790221542401,s_.pty,gw udah sering ke Jogja tpi henta kenapa ga bikin bosen jdi pengen ke sana lagi 😔,0,2024-05-14 23:44:21,negative
7368768109472826117,7327712032899499014,_xyviviii,jogja tunggu aku yaaa,0,2024-05-14 15:24:02,neutral
7372528118831186694,7148614890772890625,muhammadnabiltaufik,pov : kalo sama kamu kesininya pasti seru,0,2024-05-24 18:34:37,positive
7368531553770390277,7368102207554110470,only.shells,pengen ke jogja tpi ak di jmbr🥹🥹🥹🥹,0,2024-05-14 00:06:04,neutral
7368490498071282438,7286117248573572101,taufan_beliung3,kayak di eropa jir bagus bet Jogja 😁,0,2024-05-13 21:26:45,positive
7372400732039955206,6907812575501878274,pemuda_kiper,wes mari mas mari ne nang pantai parangtretes,0,2024-05-24 10:20:24,neutral
7372344052270138118,7336509950342972417,tirtaelek17,@putZ💥🔥  apikk,0,2024-05-24 06:40:26,neutral
7372215004173271814,7075903201145029658,juuloplop,MAU BALIK KE JOGJAAA,0,2024-05-23 22:19:37,positive
7372208641964065541,7352828619729306640,erikaaa0148,@ajak aku kesini ya 😅,0,2024-05-23 21:54:58,negative
7367985210161578757,6996648728195122178,rezaaaz1236689,gw yang orang jogja😁😁,0,2024-05-12 12:45:53,positive
7372188020219200262,6830867538010096641,tia_natura27,"aku berada di kota ini, tapi sayang ga bisa menikmati nya😭",0,2024-05-23 20:34:55,neutral
7372185643063411461,7262727691403838469,chcltcrmy,nyawaku masih disana,0,2024-05-23 20:25:40,negative
7372185515858887429,7114943241871295490,cantp_yanss,pinginn ngeulangg waktuu lagi,0,2024-05-23 20:25:10,positive
7372178720654639877,6986573461296907291,xbyzzpix0,kangen dehh,0,2024-05-23 19:58:47,positive
7372164243124945669,6731658206441210881,gemini130600_,emg seindah itu😌,0,2024-05-23 19:02:40,negative
7372159004463874821,6801385767803520001,fashafadilla2,janji kesini bareng kamu,0,2024-05-23 18:42:16,neutral
7372143849312109318,6970377475353216002,tetra.animsyh,"aku, kamu dan teras 2 kala itu",0,2024-05-23 17:43:34,neutral
7370022720526205701,7256029893396431877,pusin9dahlu,Malioboro toppp,0,2024-05-18 00:32:24,neutral
7372050890876306181,7218811302319801370,rusiana_r,lagu nya enak banget sama sensasi nya bagus jadi pengen kesana,0,2024-05-23 11:42:47,positive
7372049755059208966,6940876850860655617,frgnilmiii,"baru kemarin ke malio, udah kangen beudd",0,2024-05-23 11:38:27,positive
7372000460326765318,7294164620007703557,mikaychains_evelynx,CAPE NYARI HOTEL MUTER MUTER🗿🗿,0,2024-05-23 08:27:08,negative
7367387433082127109,7124987546626720795,pviers,mauu ke jogja pls 😞😞,0,2024-05-10 22:06:10,neutral
7367384535371776774,6901608745198355457,far_naila,JOGJA BANYAK KENANGAN 😞😞😞,0,2024-05-10 21:54:57,negative
7367378418801820421,7114706849631388698,litaaaa20062904,"Jogja tunggu Aku yh ,Sampe Aku bisa Kerja Disana 🥰",0,2024-05-10 21:31:15,neutral
7367340034813068038,7352750039905698832,hei_47.13,@🌻VaNiA🌻 kalau udah besar ke jogja bareng yuk,0,2024-05-10 19:02:19,neutral
7367270790403162885,7349430433279230982,winglesbutterfly,Jogja love gak ada obat,0,2024-05-10 14:33:49,positive
7367265966897513221,7215947173677646874,gamond.ya,cintaa sama jogja pliss🙏💗,0,2024-05-10 14:14:50,positive
7367258410671555333,7310357517581042689,dini28100,pengen ke Jogja 😊,0,2024-05-10 13:45:42,positive
7367245948881830661,6856600133591057410,indri_pph,MAU KE JOGJA IH,0,2024-05-10 12:57:13,positive
7367198637905281797,7200561720866178075,wafiy_215,kangen ke Jogja terakhir ke sana 2021,0,2024-05-10 09:53:39,positive
7367192001895678726,6780167098578420737,geazxyy,"Jogja tunggu aku ya , nanti aku akan kuliah disitu",0,2024-05-10 09:27:55,neutral
7367169095366181638,7230053306985513990,your_gff1111_,Jogja titip Ci Shanii yaa 💗😭,0,2024-05-10 07:58:58,neutral
7367006863488156421,6878964088388977666,auliaaja_11,Kangen waktu 2022 pas ke jogja,0,2024-05-09 21:29:23,positive
7366989337551127301,7167257764153590811,xty_fitriiii,tunggu aku jogja besok aku kesitu sama pasanganku🙃,0,2024-05-09 20:21:26,neutral
7369375353573327622,7281610012005254150,bnky_1,aku kemaren kesana ngepasin aja kerumah sodara klo mau ke malioboro tinggal jalan😃,0,2024-05-16 06:40:21,neutral
7366972678819709701,7010957074143052826,f4iry.zhee,"jogja, tunggu aku di sana.",0,2024-05-09 19:16:44,neutral
7366968382572413701,6725011113338110978,cewek.random.pacarhaerin,Jogja aku rinduuuuuu😭🥰,0,2024-05-09 19:00:00,neutral
7366812382214406917,7255848572099871750,suka_shaniagracia,jogja tunggu aku ya.,0,2024-05-09 09:24:19,neutral
7366652607295374085,6980321564777202690,zhrxqaa05,@PABOYA🐻🤡:GAMON SAMA JOGJA😭,0,2024-05-08 22:34:45,positive
7366568868091839238,7344579656538522629,markgirls4,JOGJA IM COMINGG,0,2024-05-08 17:09:50,positive
7366559512457724677,6871438114796209157,gk_asikk21,jogja tunggu aku,0,2024-05-08 16:33:32,neutral
7366822202249872133,6937917452219270145,mr12pu3,@Ryan_zkr yang pernah ke Jogja saya,0,2024-05-09 09:32:55,positive
7366084499316998918,7173149576928003099,susanangeliga8,jogja tunggu aku ya semoga bisa kesana amin😁,0,2024-05-07 09:50:15,neutral
7366265131078927109,7345510939627799553,thngszzzz101,"Jogja tunggu aku ya, nanti aku bawa ayah bunda dan adek jugaa🥹💕💕💕",0,2024-05-07 21:31:09,neutral
7366258259765019398,7107465549806552065,putriapridianti53,di jogja tempat bapakku lahir tapi syang aku tdk tahu dmna rumahnya krn bapakku meninggalkan diriku tapi aku selalu merindukan jogja,0,2024-05-07 21:04:30,neutral
7366220982657532677,7202889250793145371,greenteaa881,"@zerra:jogja tunggu aku ya, sampe aku bisa kuliah disana",0,2024-05-07 18:39:48,neutral
7366194433316209414,6921862053507433473,bima.goat,jogja tunggu aku nanti study tour ke sana,0,2024-05-07 16:56:44,neutral
7366126860906283781,7239644801913439240,hadi2112,kangen Jogja 😭,0,2024-05-07 12:34:32,positive
7366118844187034373,6913781735620805633,dxddy_max000,beruntung bnget kalian ya tinggal di jogja😁,0,2024-05-07 12:03:36,negative
7366105303585211141,7309995079087080453,shif.faaa,"rasanya pen ke Jogja, gabisa gue klo lgi ditinggal ci Shani...",0,2024-05-07 11:11:03,negative
7366105098206642949,7333613009246438406,eja_4you,PENGEN LAHIR DI JOGJA PLIS,0,2024-05-07 11:10:12,positive
7365722919651869445,7289776669979837441,pizzhhhhp,TUNGU AKU JOGJA AKU AKAN KESANA DAN AKAN MENJADI MAHASISWI MU,0,2024-05-06 10:27:05,neutral
7365823713923302149,6845967190333441025,sukafreyaa06,"Jogja titip bidadari ku yaa,jngan sampai dia terluka
#Shani indira natio",0,2024-05-06 16:58:14,neutral
7370384048017736453,7275041749868397574,lidyapurwanti8,insyaallah bulan besok ke jogjaaaa♥️ga sabar bangettt,0,2024-05-18 23:54:34,positive
7367386347415651077,6904392235006608386,putputriii_34,MALIOBORO EMANG SEINDAH ITU PLSS,0,2024-05-10 22:01:56,negative
7370310918247449349,7233185442023375874,irrr148,"mau lagi kesana.. 😭
kemaren masih bnyak yg blom ke explore. badannya gak kuat. eheheh",0,2024-05-18 19:10:50,positive
7367231150722990853,7207440920446026778,syi_f.ah,KANGEN MALIOBORO 💖💖💖,0,2024-05-10 11:59:50,positive
7369913801347203846,7120204046737179674,bolopragosjogja,izin save paman🙏,0,2024-05-17 17:29:52,neutral
7369830843416511237,7220356838758777883,dump_lingkejuenak,tunggu akuu yaa besok aku kesanaa😍,0,2024-05-17 12:07:58,neutral
7369573497565856517,7315414284761760769,aldric26azka_,aku titip kapten sempurna ku yaaaaaa,0,2024-05-16 19:29:14,neutral
7369547339042554630,7078503712818758661,nnzerrr,mauu ke jogjaaa,0,2024-05-16 17:47:48,neutral
7369444143716713221,7022874983571948545,kwyyoboy0,pen kesana lg pls😔,0,2024-05-16 11:07:24,neutral
7369429774906983173,7212484813994951706,afika.sakurasch2,W dulu pernah kesana plis jadi kangen😭😭,0,2024-05-16 10:11:31,positive
7365740136653587206,7058513547948901377,user6512783491,kaloo ga ke bandung jugaaa kesinii maunya sama kamu pake motor ahahah seru banget deh,0,2024-05-06 11:33:57,positive
7368345239557325574,7331019684512580614,yoyo57665,gk takut klitih bg,0,2024-05-13 12:03:01,negative
7365540224842269445,7344662686578082821,qpwywlsgdnzbxn,"jadi bingung, mau pilih tinggal di Yogya atau tinggal di bandung",0,2024-05-05 22:38:06,neutral
7368441915278869253,7094977328358867970,pejjuangistiqomah,ada ugm✨,0,2024-05-13 18:57:48,neutral
7368376474568852230,7048773652942947330,thomasdwiyono,"10 tahun 2003 - 2012
kuliah, main, kerja di kota gudeg...
memang bikin kangen",0,2024-05-13 14:04:15,positive
7368217739884970757,6572501607065059330,_saya.virgo,suatu hari nanti ☺️,0,2024-05-13 03:48:23,negative
7367679102642553606,7220406519220962312,ardianalamsyah71,nyari temen main billiard,0,2024-05-11 16:58:08,neutral
7367671062908568326,7290197456351855634,alea.bracha,YaAllah semoga aku bisa kuliah di jogja🥹🫶,0,2024-05-11 16:26:59,neutral
7367337418360537862,7248536653961856005,ndin_sukaafreyaaa7,@-raa sukaa jeketi 😋😋 kaya kie loh,0,2024-05-10 18:52:10,neutral
7367242362206487302,7344565486916469765,url0ve.aruna,kangen jogjaa😊👍,0,2024-05-10 12:43:15,positive
7367215288142447365,7331686398816437253,arekstres2,kangen ke situ,0,2024-05-10 10:58:16,positive
7366950328624005894,6983292828224291867,shadrinaalesha,sekarang fyp ku ini semua 🗿😭,0,2024-05-09 17:50:06,neutral
7366687158247932677,6946797534628578306,erikkurniawan8665,allahummaaa sholiala muhamad,0,2024-05-09 00:48:47,negative
7366652661099496198,6980321564777202690,zhrxqaa05,@halloyunn❤️‍🩹:JOGJAAA AKU RINDU,0,2024-05-08 22:34:53,positive
7366596320185008902,7197723051168351233,revafideladelpatjoro,kota nenekku,0,2024-05-08 18:56:20,positive
7366406354786894597,7026648910732067841,16lasri,kota kenangan semasa liburan,0,2024-05-08 06:39:06,positive
7366296600585863942,7363863553650295814,gii5188,jadi ke inget setaditur pas SD pengin lagi kesana🥺🥺😌,0,2024-05-07 23:33:16,neutral
7366144564795835142,7296850468059513862,bayu.a.p0109,"i'm coming, alhamdulillah kesampaian kuliah di sana😊",0,2024-05-07 13:43:23,neutral
7365857787375649542,7344694263748641794,viraa8921,YESSS BESOO AKU KE JOGJAAAA,0,2024-05-06 19:10:28,neutral
7365732710135071494,6682725627781301250,jawirblok,"kangen, kampung halaman..",0,2024-05-06 11:05:07,positive
7375739256273453829,6824695434319053826,aldi180210,@VEBLUE 💙 @zlyy kangen eung🗿,0,2024-06-02 10:15:37,positive
7376542747207648017,7182029449218229275,oshiadel.48,Ci Shani 🗿,0,2024-06-04 14:13:33,negative
7376522582017377030,7053324086004614170,choco.nutz3,best home..,0,2024-06-04 12:55:16,positive
7376451681477853958,7300917504183108614,azqiaaa_2,"ᴀᴍᴘᴇ ʜᴀғᴀʟ ᴋᴀɴ ʟᴀɢᴜɴʏᴀ🗿
ɢᴀʀᴀ²ᴍᴜɴᴄᴜʟ ᴛᴇʀᴜs ᴅɪ ғʏᴘ😭",0,2024-06-04 08:20:11,negative
7374861966521500422,7204604397015139329,phiphikz,i love u delia💛,0,2024-05-31 01:31:15,neutral
7370147951719138053,6951646302070211586,yondaime_drae,me and u one day in jogja,0,2024-05-18 08:38:28,neutral
7372085454710194950,7260418303700206598,_lauraclrissa_,imysm,0,2024-05-23 13:57:01,neutral
7371809388493751046,7216136105316549658,yuyurumpang,saya rindu tapi tunggu luka ini reda dulu,0,2024-05-22 20:05:38,neutral
7371602271292244742,7217273167952823297,alvitoalthaf,rezeki,0,2024-05-22 06:42:02,positive
7371012851193905921,6842099508432815105,yjwnis,rindunya☹️,0,2024-05-20 16:34:38,negative
7376503725283066629,7126568954466911233,kuloarum,kangen jogja woyyyy terakhir ke jogja itu waktu study tour ke jogja dan itu ke jogja yg pertama dan yg terakhirr sumpahhh kangen woyyyyy 😭😭,0,2024-06-04 11:42:13,positive
7375701187654566661,7191421257924576257,izan4188,mau ke jogja lagi,0,2024-06-02 07:47:53,positive
7368383934743380741,6995165785107514395,jcunniiiee_,"@k.jessinhere bingung aing teh, mau jogja apa bandung, lamun jogja aya malioboro tapi ka bandung aya braga 😭",0,2024-05-13 14:33:15,positive
7368383437319766789,6995165785107514395,jcunniiiee_,@k.jessinhere 3 tahun deuii aing na jogja huhuuu,0,2024-05-13 14:31:17,positive
7371648336706945797,7263083967686706181,naylanuh55,Tunggu jogja!! Aku akan ke sana,0,2024-05-22 09:40:38,neutral
7366503251354698502,7354734232973804545,prettyy_ayrr,"@Ya TU KAN RASA NY KY TENANG BGT D JOGJAA, PEN KE JOGJA 😞😭",0,2024-05-08 12:55:03,neutral
7366891780191224581,7359862842147718150,ramein.woy,aku dah pernah ke malioboro seru bangett bisa makan ice crim terua bisa sholat terus bisa beli oleh oleh sama beli baju sama starbuck sma mixue dan ada tugu jogja ihhh pokoknya disana banyak jajanan-,0,2024-05-09 14:02:52,neutral
7369843566975337222,7193554723806037018,sakhi_34483466778,tunggu aku yaa @alvinn12_,0,2024-05-17 12:57:14,neutral
7376525507061875461,7003207541024130074,naysilla.julia.pu,kalo denger lagu jogja jdi ke inget ci shani😔😔,0,2024-06-04 13:06:37,positive
7376516292235494149,7306503735957537798,sssssallsaaaaaaa,pngn ke Jogja lagi😞,0,2024-06-04 12:30:56,positive
7376508589793493766,6858566550116910081,hazelnut.latte__13,"@zerra:jogja tunggu aku ya, sampe aku bisa kuliah disana",0,2024-06-04 12:00:54,neutral
7376486826859397894,7250155303923794949,zxzxzx.30,jogja izinkan ayahku lolos dan aku kesana yaaa,0,2024-06-04 10:36:32,neutral
7376533560232395525,7312362440992490502,itsme_hhhn4,aku lngsung ingat ci shani sumpah,0,2024-06-04 13:37:52,neutral
7376469918433002245,7073105100445828098,fatimah.zahra927,aku kalok rikkik satu ke Jogja gak sabar,0,2024-06-04 09:30:54,negative
7376471904137839365,6828017564590097410,opett_56u8,pernah tapi liburan doangg😔,0,2024-06-04 10:54:47,negative
7376478074186040070,7255968555267015685,ikanhias443,aku besok mau kesana mau ke petra,0,2024-06-04 10:02:32,neutral
7376223660992578309,7225989446487081991,lovveyy0uu,@PABOYA🐻🤡:GAMON SAMA JOGJA😭,0,2024-06-03 17:35:17,positive
7376056065354777349,7094409397719876609,faxzccyyyc,"tunggu aku Jogja, sampai SMA ku di sanaa",0,2024-06-03 06:45:06,neutral
7376140219227226885,7181667391381603333,anindit_aaaaaa,"udah pernah ke malioboro trus baguss bgt ,juga rame bgttt pengen lagi ke situ tapi ujian😭😭😭😭😭😭😭",0,2024-06-03 12:11:29,neutral
7376248482199487237,7172547851083056155,moonlxght_dell,adem bangett dehh🌹🌹,0,2024-06-03 19:11:31,negative
7375896413110502150,6952022318734525442,enhjay17,TUNGGU AKU YA JOGJA,0,2024-06-02 20:25:20,neutral
7375778743565091590,7001466184445232130,zeesha_169,pengen ke jogja lgi,0,2024-06-02 12:48:53,positive
7375585579738448645,7070885172972061723,nurr_hjryhh,"@zerra:jogja tunggu aku ya, sampe aku bisa kuliah disana",0,2024-06-02 00:19:09,neutral
7375897871789228806,6922414383290434562,ifabienq,ci shani itu siapa to,0,2024-06-02 20:31:01,negative
7375099469635912453,7176223847321715713,eightseventsachi,kangen jogja🥺,0,2024-05-31 16:52:52,positive
7374914533045256965,7220401653295645722,yeza6486,Ya Allah bawa aku ke Jogja lagi😭,0,2024-05-31 04:55:13,neutral
7374390234513507077,7087975248423257090,n_dyyyy1,@PABOYA🐻🤡:GAMON SAMA JOGJA😭,0,2024-05-29 19:00:38,positive
7375337160478737157,6968804294243320833,yaudagt29,KANGENNN STUDY TOURRRR KE JOGJAAAA 😔😔,0,2024-06-01 08:15:16,neutral
7373134821324882694,7098669413716542465,ndaa_mcrd11,Jogja tunggu akuu nanti malamm,0,2024-05-26 09:49:05,neutral
7374767597562102533,7366597955183510534,ravzzturu,@FEBRI FANS MADRID🤍😝  keinget di balkon☺️,0,2024-05-30 19:24:55,negative
7374367226752189189,7021066081431520258,azh_azizah6,kota impian,0,2024-05-29 17:31:29,positive
7372064172080710405,7243664129171489798,aila_kirana,kalo udah tercapai cita cita ku aku mau bawa orang tua ku jalan jalan ke jogja soalnya jogja itu kalo malam tu enak suasananya 🥰,0,2024-05-23 12:34:16,positive
7371806518185214725,6792899013605458945,cleo_nathania25,jadi pengen ke Jogja lagi😭😭,0,2024-05-22 19:54:32,positive
7371465811834340102,7101327695795700737,kylamawar,aku cinta jogja♥😊💐,0,2024-05-21 21:52:25,positive
7370207224993940230,7260719032771986437,xcdrzfan,jogja tunggu aku besok ya,0,2024-05-18 12:28:26,neutral
7369253706950640390,7346922179155887110,athajaaaaaa,salah satu orang jogja yang gak pernah ke titik 0 jogja ☺️mungkin belom waktu aja,0,2024-05-15 22:48:15,negative
7368354376899445509,7342107558154896389,azzalea3842,jogja tunggu aku kesana lagi,0,2024-05-13 12:38:29,neutral
7372209068473680645,6823785006370112513,ehekk_065,Pengen tinggal di jogjaa pliss😔😔,0,2024-05-23 21:56:34,neutral
7372016445410558726,6965641366021882881,sakura_schoolpemula,😇😇😇masyaalah,0,2024-05-23 09:29:07,negative
7367236040879080198,6862237080966988802,helgainsyirah,gw pernah kesana sekali aja dan kalok mau kesana lagi jauh soalnya gw di pekanbaru😭😭 gamon sama jogja dehhh💐💐,0,2024-05-10 12:18:46,negative
7366960099197289222,7349956400074310661,caecylramadani,kangen banget di jogja,0,2024-05-09 18:28:02,positive
7366871974772441862,7285699726685504517,syanala.khania,Jogja aku titip ci shani ya jaga dia baik baik 💗,0,2024-05-09 12:46:10,neutral
7366829130988897030,6882301408902185985,salsaa2012,aku kamu dan jogja,0,2024-05-09 09:59:51,neutral
7366804365401408261,7311665833381233669,es.kulkulunibakwan1,gw mau ke jogja😘👍,0,2024-05-09 08:23:39,positive
7366669832060224261,7288886663982924801,dian.ardiana,lahh aku ada di jogja,0,2024-05-08 23:41:32,neutral
7366640399899083525,7271282805618885637,org7210,kgn jogja..,0,2024-05-08 21:47:18,negative
7366485490834834181,7320111743203558405,luvvkff,"jogja tunggu aku SMA yaa, aku berjanji akan menetap di kota mu",0,2024-05-08 11:46:13,neutral
7366392486653379334,7306027483252786182,intan_indiraa02,Jogja tunggu aku yaaa!!!,0,2024-05-08 05:45:30,neutral
7366149165108560646,7182062818785985538,kysfara___,"jogja, tunggu kehadiran ku ya.",0,2024-05-07 14:01:18,neutral
7365761956667540230,7291352005028905986,talita_aja182,"jakarta: shani makasih ya udah nemenin jakarta sampe 10 tahun
Jogja : shani sini kami kangen sama kamu.kamu pulang yah ..... me:😭😭😭",0,2024-05-06 12:58:32,positive
7365659589083497221,6944464839759561730,chiwfak,pengen ke jogja pliss,0,2024-05-06 06:21:19,neutral
7371038144588104453,7200765110427419675,pieeluvvvy,JOGJAA TUNGGU AKUUU NANTI KULIAH INSYALLAH AKU DISITUUUU,0,2024-05-20 18:12:47,neutral
7370342522809484037,7141999889050829851,macalopiu,KANGEN JOGJAAAAA,0,2024-05-18 21:13:25,positive
7369502429928686341,7291577222753862661,tititriasih,AKU PERNAH KE RMH HANTU NYA TP BAU MELATI😅,0,2024-05-16 14:53:28,neutral
7367381752397169414,6988293074732680218,red_velvet045,semoga bisa ke sana lagi ya Allah 😭,0,2024-05-10 21:44:11,neutral
7367333568278299397,6792176713150563329,myhanniii7,pas aku ke jogjaaa seruu bangettt kayaa mauuu ke sana lagii tapi mommy aku malah ngomong Jawa teruss😭,0,2024-05-10 18:37:11,negative
7366838728956609286,6997736352377603074,dinnndaaaaaa_,"masyaallah,kotaaaaa impiaannn🌷🌷",0,2024-05-09 10:37:02,positive
7365889259120902917,7288833058806432773,naura.aqila3,jogja tolong jagain cici ku ya@shanijkt48,0,2024-05-06 21:12:28,positive
7365530688966476550,7007246901989327898,itss_miftah,Sang tuan putri akan kembali lagi kesini @Shani Indira,0,2024-05-05 22:01:07,positive
7376475198466851590,7045644486986712090,forcemumuchang,@𝙯𝙖𝙠𝙨𝙨 • ᴡᴇᴇʟ @PESAN KHUSUS rumah hantu,0,2024-06-04 09:51:30,negative
7374801646645576454,7230325197978125339,elen.nesa_,@ilmott30 ayo te🤣🤣,0,2024-05-30 21:37:06,neutral
7371483797864809222,7251213152854000641,welaku,dais love melati,0,2024-05-21 23:02:09,neutral
7376132608746652421,6775099581689578497,nb.ptr,@puti,0,2024-06-03 11:41:53,negative
7374759001966412549,6864475525144298498,syahrilmffff,@Fastabiqul Khoirot @Xyz @anakmamah. @gip hajet,0,2024-05-30 18:51:41,negative
7376217130713072389,7012329476374463490,dheysaff,@shafiraoktavia617,0,2024-06-03 17:09:58,negative
7375539208708457222,7141365839416378394,pecikantong,@bintang kecil,0,2024-06-01 21:48:39,positive
7374398270858380037,7318609431464936454,my_green2,@Always//(Mas Huda)💗🫰 @user16011990 @Milaa`™ @luvv.kel2,0,2024-05-29 19:31:45,neutral
7372322088303362822,7043756213377549314,usrnanay,@cantika,0,2024-05-24 05:15:21,negative
7376491577243845381,6847971198719443970,alkaayu.s15,@ulul,0,2024-06-04 10:54:55,negative
7376479699147506438,7084834844782314522,imassafira462,@fennyyulia35,0,2024-06-04 10:08:53,negative
